Ano,Mês,Nome Vereador,Especificação,Credor,CNPJ,Valor Total,Saldo
"2023,1,ADAIL JÚNIOR,Vale Combustível,NA,NA,""6.844,00"",""16.756,00"""
"2023,1,ADAIL JÚNIOR,Vale Alimentação,NA,NA,""4.720,00"",""12.036,00"""
"2023,1,ADAIL JÚNIOR,Vale Restaurante,NA,NA,""2.360,00"",""9.676,00"""
"2023,1,ADAIL JÚNIOR,Passcard´s Eletrônicos,NA,NA,""0,00"",""9.676,00"""
"2023,1,ADAIL JÚNIOR,Despesas com Serviço Gráfico,NA,NA,""4.617,60"",""5.058,40"""
"2023,1,ADAIL JÚNIOR,Despesas com Locação de Veículo,NA,NA,""5.050,00"",""8,40"""
"2023,1,ADRIANA DO NOSSA CARA,Vale Combustível,NA,NA,""4.742,00"",""18.858,00"""
"2023,1,ADRIANA DO NOSSA CARA,Vale Alimentação,NA,NA,""4.720,00"",""14.138,00"""
"2023,1,ADRIANA DO NOSSA CARA,Vale Restaurante,NA,NA,""1.680,00"",""12.458,00"""
"2023,1,ADRIANA DO NOSSA CARA,Passcard´s Eletrônicos,NA,NA,""1.638,00"",""10.820,00"""
"2023,1,ADRIANA DO NOSSA CARA,Despesas com Serviço Gráfico,NA,NA,""597,60"",""10.222,40"""
"2023,1,ADRIANA DO NOSSA CARA,Despesas com Locação de Veículo,NA,NA,""7.238,28"",""2.984,12"""
"2023,1,ANA ARACAPÉ,Vale Combustível,NA,NA,""6.844,00"",""16.756,00"""
"2023,1,ANA ARACAPÉ,Vale Alimentação,NA,NA,""4.720,00"",""12.036,00"""
"2023,1,ANA ARACAPÉ,Vale Restaurante,NA,NA,""2.360,00"",""9.676,00"""
"2023,1,ANA ARACAPÉ,Passcard´s Eletrônicos,NA,NA,""241,80"",""9.434,20"""
"2023,1,ANA ARACAPÉ,Despesas com Serviço Gráfico,NA,NA,""5.772,20"",""3.662,00"""
"2023,1,ANA ARACAPÉ,Despesas com Locação de Veículo,NA,NA,""3.619,14"",""42,86"""
"2023,1,ANA PAULA,Vale Combustível,NA,NA,""5.492,00"",""18.108,00"""
"2023,1,ANA PAULA,Vale Alimentação,NA,NA,""4.720,00"",""13.388,00"""
"2023,1,ANA PAULA,Vale Restaurante,NA,NA,""2.360,00"",""11.028,00"""
"2023,1,ANA PAULA,Passcard´s Eletrônicos,NA,NA,""0,00"",""11.028,00"""
"2023,1,ANA PAULA,Despesas com Operadora Vivo,NA,NA,""207,00"",""10.821,00"""
"2023,1,ANA PAULA,Despesas com Operadora Claro,NA,NA,""1.064,18"",""9.756,82"""
"2023,1,ANA PAULA,Despesas com Serviço Gráfico,NA,NA,""2.898,55"",""6.858,27"""
"2023,1,ANA PAULA,Despesas com Locação de Veículo,NA,NA,""6.817,00"",""41,27"""
"2023,1,ANTONIO HENRIQUE,Vale Combustível,NA,NA,""5.192,00"",""18.408,00"""
"2023,1,ANTONIO HENRIQUE,Vale Alimentação,NA,NA,""4.720,00"",""13.688,00"""
"2023,1,ANTONIO HENRIQUE,Vale Restaurante,NA,NA,""2.360,00"",""11.328,00"""
"2023,1,ANTONIO HENRIQUE,Passcard´s Eletrônicos,NA,NA,""0,00"",""11.328,00"""
"2023,1,ANTONIO HENRIQUE,Despesas com Operadora Vivo,NA,NA,""165,60"",""11.162,40"""
"2023,1,ANTONIO HENRIQUE,Despesas com Serviço de Correios,NA,NA,""4.718,80"",""6.443,60"""
"2023,1,ANTONIO HENRIQUE,Despesas com Serviço Gráfico,NA,NA,""5.509,00"",""934,60"""
"2023,1,ANTONIO HENRIQUE,Despesas com Locação de Veículo,NA,NA,""900,00"",""34,60"""
"2023,1,BRUNO MESQUITA,Vale Combustível,NA,NA,""6.844,00"",""16.756,00"""
"2023,1,BRUNO MESQUITA,Vale Alimentação,NA,NA,""4.720,00"",""12.036,00"""
"2023,1,BRUNO MESQUITA,Vale Restaurante,NA,NA,""2.360,00"",""9.676,00"""
"2023,1,BRUNO MESQUITA,Passcard´s Eletrônicos,NA,NA,""0,00"",""9.676,00"""
"2023,1,BRUNO MESQUITA,Despesas com Serviço Gráfico,NA,NA,""5.477,70"",""4.198,30"""
"2023,1,BRUNO MESQUITA,Despesas com Locação de Veículo,NA,NA,""3.919,14"",""279,16"""
"2023,1,CARLOS MESQUITA,Vale Combustível,NA,NA,""6.844,00"",""16.756,00"""
"2023,1,CARLOS MESQUITA,Vale Alimentação,NA,NA,""4.720,00"",""12.036,00"""
"2023,1,CARLOS MESQUITA,Vale Restaurante,NA,NA,""2.360,00"",""9.676,00"""
"2023,1,CARLOS MESQUITA,Passcard´s Eletrônicos,NA,NA,""1.388,40"",""8.287,60"""
"2023,1,CARLOS MESQUITA,Despesas com Operadora Vivo,NA,NA,""456,14"",""7.831,46"""
"2023,1,CARLOS MESQUITA,Despesas com Serviço Gráfico,NA,NA,""2.116,40"",""5.715,06"""
"2023,1,CARLOS MESQUITA,Despesas com Locação de Veículo,NA,NA,""5.670,00"",""45,06"""
"2023,1,CARMELO NETO,Vale Combustível,NA,NA,""5.192,00"",""18.408,00"""
"2023,1,CARMELO NETO,Vale Alimentação,NA,NA,""2.720,00"",""15.688,00"""
"2023,1,CARMELO NETO,Vale Restaurante,NA,NA,""2.360,00"",""13.328,00"""
"2023,1,CARMELO NETO,Passcard´s Eletrônicos,NA,NA,""0,00"",""13.328,00"""
"2023,1,CARMELO NETO,Despesas com Operadora Claro,NA,NA,""102,49"",""13.225,51"""
"2023,1,CARMELO NETO,Despesas com Locação de Veículo,NA,NA,""2.950,00"",""10.275,51"""
"2023,1,CARMELO NETO,Despesas com Locação de Veículo,NA,NA,""6.490,00"",""3.785,51"""
"2023,1,CLÁUDIA GOMES,Vale Combustível,NA,NA,""5.192,00"",""18.408,00"""
"2023,1,CLÁUDIA GOMES,Vale Alimentação,NA,NA,""4.720,00"",""13.688,00"""
"2023,1,CLÁUDIA GOMES,Vale Restaurante,NA,NA,""2.360,00"",""11.328,00"""
"2023,1,CLÁUDIA GOMES,Passcard´s Eletrônicos,NA,NA,""234,00"",""11.094,00"""
"2023,1,CLÁUDIA GOMES,Despesas com Operadora Vivo,NA,NA,""165,60"",""10.928,40"""
"2023,1,CLÁUDIA GOMES,Despesas com Serviço Gráfico,NA,NA,""3.256,00"",""7.672,40"""
"2023,1,CLÁUDIA GOMES,Despesas com Serviço de Correios,NA,NA,""1.797,75"",""5.874,65"""
"2023,1,CLÁUDIA GOMES,Despesas com Locação de Veículo,NA,NA,""5.800,00"",""74,65"""
